7998	9.756491	0.705064	2
69924	7.671906	0.930887	1
11020	6.613748	0.978655	2
84857	18.810531	1.592974	1
64260	10.177949	0.474542	1
14829	3.565584	0.411179	2
46354	11.428233	0.987824	3
41056	5.166680	0.645456	3
12586	4.069949	1.449717	2
66467	5.065061	1.698783	1
14959	5.053551	1.284003	2
7312	2.771247	0.227197	2
45439	6.080440	0.217242	3
37126	14.355569	0.390967	3
23167	4.234708	1.134698	1
6170	2.943478	1.295461	2
4071	0.000000	0.787192	2
3682	3.870981	0.743484	2
24898	8.457658	0.258681	3
40680	7.923835	1.599336	3
80273	16.130235	0.130991	1
76954	14.840751	0.815388	1
13365	2.894590	0.547009	2
35018	3.001049	0.305330	1
8803	4.416490	0.881614	2
32313	7.141375	1.613268	3
4438	1.314842	0.768872	2
36188	4.265842	0.612843	1
17177	5.984629	1.392661	2
38951	8.586784	0.680336	3
11293	3.266179	0.064763	2
33810	6.540759	1.463534	3
7794	0.000000	1.446371	2
15659	8.539576	1.531883	2
14722	4.817913	1.300087	2
26627	1.476997	0.108373	1
58549	0.363479	0.705193	1
36513	8.262692	1.228360	3
66572	11.863655	1.213311	1
14391	6.064147	0.835928	2
6081	2.121261	0.613874	2
43398	11.947425	1.344596	3
9024	2.028771	1.161299	2
37040	11.722081	1.639442	3
38779	12.721413	0.088125	3
13887	3.283577	0.688413	2
42765	11.554022	1.439531	3
35996	1.986698	1.276662	1
13839	2.659695	0.530230	2
60304	6.130036	0.074375	1
14489	1.756414	0.323587	2
71002	11.515313	1.644178	1
52467	3.880349	0.428454	1
37801	9.947671	1.327475	3
11794	4.691157	1.495468	2
44421	10.380449	0.302691	3
12717	3.560063	1.692318	2
72374	9.651824	1.595958	1
47608	1.394497	0.700875	1
4184	3.069652	0.112901	2
1942	5.852980	0.538095	2
10294	4.373502	0.448896	2
25280	3.844496	1.003744	1
10302	0.469711	0.831825	2
55323	9.269907	0.637470	3
12205	0.000000	0.855485	2
64021	9.619155	1.350547	1
44193	3.030294	0.645494	1
14038	1.639254	0.973809	2
27077	8.439170	0.442521	3
20387	12.240222	0.406992	3
31415	1.403947	0.633821	1
44208	7.990547	0.970343	3
22803	4.704022	0.631462	1
36394	2.264919	0.784823	1
54551	3.568601	0.543143	1
7953	3.648691	0.344269	2
6949	0.000000	1.051811	2
26642	7.979943	0.084706	3
81569	12.525849	0.824665	1
44574	8.243638	0.462322	3
15578	10.840238	0.785245	3
58793	0.820215	0.595371	1
1263	1.816114	1.218935	2
38127	11.134064	0.567309	3
11705	3.392548	1.212645	2
19272	3.588801	0.744411	2
34010	8.793010	1.043598	3
12786	7.376132	0.621758	2
29175	10.702260	1.228432	3
79440	14.058619	1.132859	1
13582	4.824231	0.346796	2
18079	5.067400	0.449339	2
31177	9.331778	0.113998	3
15965	3.029700	0.699706	2
16186	1.431435	0.118624	2
17983	13.556626	0.252043	3
50637	12.160826	0.763323	3
23026	10.578478	0.926005	3
44370	13.397210	0.214317	3
41649	5.255406	0.878967	1
7923	6.857453	1.021571	2
21989	0.000000	1.666885	2
18625	2.625541	0.624069	2
50298	3.437657	0.666391	1
65558	13.088260	0.684346	1
21848	10.034364	1.457089	3
72027	10.530173	0.490691	1
57062	2.934123	0.286054	1
57331	8.143742	0.253254	3
23916	10.279029	0.501143	3
24980	2.746339	0.702901	1
52202	4.985669	1.092947	3
37337	8.848812	0.889698	3
48907	3.772602	0.480846	1
35934	8.242005	1.293042	3
41479	15.903530	0.544690	3
59851	4.416717	1.322926	1
27203	12.551991	0.936988	3
52058	4.106491	1.362290	1
16542	3.958671	0.543617	2
17520	3.887229	0.230993	2
30495	7.399404	1.678912	3
4215	0.000000	0.069697	2
0	4.616633	0.154928	2
37196	6.277564	1.314475	1
16495	3.928834	1.683452	2
12964	0.000000	1.451442	2
50588	4.316188	1.177749	1
42203	1.645948	1.156599	1
26281	10.025732	0.725359	3
60068	3.409781	1.224545	1
5918	3.728326	0.204205	2
15849	3.179203	1.044750	2
38578	9.560881	1.104867	3
12207	0.000000	1.351556	2
47613	1.044930	1.439844	1
32915	9.140494	0.511513	3
40005	9.678344	1.056518	3
3489	2.409160	1.562077	2
31083	4.811435	0.409084	3
30172	10.891751	0.118389	3
63577	8.347311	1.318829	1
71554	6.042215	0.045952	1
29623	8.489146	0.733985	3
11759	0.000000	1.671838	2
17255	2.016975	0.153266	2
7917	5.352153	0.514930	2
76362	13.313836	1.065597	1
10046	6.164028	1.294711	2
12169	11.214649	0.140653	3
